Statistical profiling result from v8.log, (98761 ticks, 525 unaccounted, 0 excluded).

 [Unknown]:
   ticks  total  nonlib   name
    525    0.5%

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  v8::internal::Assembler::shift(v8::internal::Register, v8::internal::Immediate, int, int)
      1    0.0%    0.0%  v8::internal::Assembler::pushq(v8::internal::Register)
      1    0.0%    0.0%  v8::internal::Assembler::popq(v8::internal::Register)
      1    0.0%    0.0%  v8::internal::Assembler::jmp(v8::internal::Handle<v8::internal::Code>, v8::internal::RelocInfo::Mode)
      1    0.0%    0.0%  v8::internal::Assembler::emit_test(v8::internal::Register, v8::internal::Immediate, int)
      1    0.0%    0.0%  v8::internal::Assembler::emit_neg(v8::internal::Register, int)
      1    0.0%    0.0%  v8::internal::Assembler::emit_mov(v8::internal::Register, v8::internal::Register, int)
      1    0.0%    0.0%  v8::internal::Assembler::db(unsigned char)
      1    0.0%    0.0%  v8::internal::Assembler::call(v8::internal::Handle<v8::internal::Code>, v8::internal::RelocInfo::Mode, v8::internal::TypeFeedbackId)
      1    0.0%    0.0%  v8::internal::Assembler::call(unsigned char*, v8::internal::RelocInfo::Mode)
      1    0.0%    0.0%  v8::internal::Assembler::arithmetic_op(unsigned char, v8::internal::Register, v8::internal::Operand const&, int)
      1    0.0%    0.0%  v8::internal::Assembler::GetCode(v8::internal::CodeDesc*)
      1    0.0%    0.0%  v8::internal::Assembler::Assembler(v8::internal::Isolate*, void*, int)
      1    0.0%    0.0%  v8::internal::Assembler::Align(int)
      1    0.0%    0.0%  v8::internal::ArgumentsAdaptorFrame::type() const
      1    0.0%    0.0%  v8::internal::AllocationResult v8::internal::Heap::AllocateInternalizedStringImpl<false, v8::internal::String*>(v8::internal::String*, int, unsigned int)
      1    0.0%    0.0%  v8::internal::Accessors::FunctionPrototypeSetter(v8::Local<v8::Name>, v8::Local<v8::Value>, v8::PropertyCallbackInfo<void> const&)
      1    0.0%    0.0%  v8::internal::Accessors::FunctionPrototypeGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::GetDetails(v8::internal::FixedArrayBase*, unsigned int)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::FixedArrayBase>)
      1    0.0%    0.0%  v8::base::RandomNumberGenerator::Next(int)
      1    0.0%    0.0%  v8::Value::IsObject() const
      1    0.0%    0.0%  v8::V8::GetEternal(v8::Isolate*, int)
      1    0.0%    0.0%  v8::Uint8Array::New(v8::Local<v8::ArrayBuffer>, unsigned long, unsigned long)
      1    0.0%    0.0%  v8::TryCatch::SetVerbose(bool)
      1    0.0%    0.0%  v8::String::WriteOneByte(unsigned char*, int, int, int) const
      1    0.0%    0.0%  v8::NeanderArray::length()
      1    0.0%    0.0%  v8::Isolate::SuppressMicrotaskExecutionScope::~SuppressMicrotaskExecutionScope()
      1    0.0%    0.0%  v8::Isolate::RunMicrotasks()
      1    0.0%    0.0%  v8::EscapableHandleScope::EscapableHandleScope(v8::Isolate*)
      1    0.0%    0.0%  v8::CpuProfiler::SetIdle(bool)
      1    0.0%    0.0%  uv_guess_handle
      1    0.0%    0.0%  uv__io_feed
      1    0.0%    0.0%  sysconf
      1    0.0%    0.0%  std::string::swap(std::string&)
      1    0.0%    0.0%  std::ctype<char> const& std::use_facet<std::ctype<char> >(std::locale const&)
      1    0.0%    0.0%  std::_Rb_tree_increment(std::_Rb_tree_node_base const*)
      1    0.0%    0.0%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)
      1    0.0%    0.0%  std::_Rb_tree<void*, std::pair<void* const, unsigned long>, std::_Select1st<std::pair<void* const, unsigned long> >, std::less<void*>, std::allocator<std::pair<void* const, unsigned long> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<void* const, unsigned long> >, void* const&)
      1    0.0%    0.0%  sha1_block_data_order
      1    0.0%    0.0%  sbrk
      1    0.0%    0.0%  non-virtual thunk to v8::internal::HOptimizedGraphBuilder::VisitExpressionStatement(v8::internal::ExpressionStatement*)
      1    0.0%    0.0%  non-virtual thunk to v8::internal::HOptimizedGraphBuilder::VisitCompareOperation(v8::internal::CompareOperation*)
      1    0.0%    0.0%  node::os::GetTotalMemory(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::os::GetCPUInfo(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::TimerWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::TCPWrap::~TCPWrap()
      1    0.0%    0.0%  node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding)
      1    0.0%    0.0%  node::StreamWrap::OnAllocImpl(unsigned long, uv_buf_t*, void*)
      1    0.0%    0.0%  node::StreamWrap::OnAlloc(uv_handle_s*, unsigned long, uv_buf_t*)
      1    0.0%    0.0%  node::StreamWrap::IsAlive()
      1    0.0%    0.0%  node::StreamWrap::GetAsyncWrap()
      1    0.0%    0.0%  node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Parser::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Open(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Close(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Buffer::SetupBufferJS(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Buffer::New(node::Environment*, char*, unsigned long)
      1    0.0%    0.0%  node::Buffer::Data(v8::Local<v8::Value>)
      1    0.0%    0.0%  int v8::internal::FlexibleBodyVisitor<v8::internal::NewSpaceScavenger, v8::internal::JSObject::BodyDescriptor, int>::VisitSpecialized<48>(v8::internal::Map*, v8::internal::HeapObject*)
      1    0.0%    0.0%  bool std::has_facet<std::ctype<char> >(std::locale const&)
      1    0.0%    0.0%  __pthread_enable_asynccancel
      1    0.0%    0.0%  __GI___pthread_once
      1    0.0%    0.0%  _IO_padn
      1    0.0%    0.0%  SHA1_Init
      1    0.0%    0.0%  EVP_DigestUpdate

 [GC]:
   ticks  total  nonlib   name
   3963    4.0%

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 2.0% are not shown.

   ticks parent  name
   8510    8.6%  write
   8310   97.6%    v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
   8151   98.1%      LazyCompile: *Date native date.js:71:25
   2658   32.6%        LazyCompile: *Bot.processors.16 /opt/box/bot.js:310:19
   2658  100.0%          LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
   2658  100.0%            LazyCompile: ~<anonymous> native v8natives.js:1199:16
   2490   30.5%        LazyCompile: *Ball.update /opt/box/node_modules/agario-client/agario-client.js:720:21
   2402   96.5%          LazyCompile: ~Client.processors.16 /opt/box/node_modules/agario-client/agario-client.js:223:23
   2402  100.0%            LazyCompile: Client.onMessage /opt/box/node_modules/agario-client/agario-client.js:137:24
     53    2.1%          LazyCompile: *Client.processors.16 /opt/box/node_modules/agario-client/agario-client.js:223:23
     53  100.0%            LazyCompile: Client.onMessage /opt/box/node_modules/agario-client/agario-client.js:137:24
   1290   15.8%        LazyCompile: *emit events.js:117:44
   1290  100.0%          LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
   1290  100.0%            LazyCompile: ~<anonymous> native v8natives.js:1199:16
   1077   13.2%        Handler: host {1}
   1077  100.0%          LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
   1077  100.0%            LazyCompile: ~<anonymous> native v8natives.js:1199:16
    474    5.8%        LazyCompile: *GPS.locate /opt/box/gps.js:41:32
    297   62.7%          LazyCompile: *Bot.processors.16 /opt/box/bot.js:310:19
    297  100.0%            LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
     96   20.3%          Handler: error {50}
     96  100.0%            LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
     81   17.1%          LazyCompile: *emit events.js:117:44
     81  100.0%            LazyCompile: Bot.onMessage /opt/box/bot.js:149:35

   4363    4.4%  /lib/x86_64-linux-gnu/libc-2.19.so
    824   18.9%    LazyCompile: *Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
    824  100.0%      LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:530:41
    824  100.0%        LazyCompile: *Receiver.flush /opt/box/node_modules/ws/lib/Receiver.js:331:36
    812   98.5%          LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21
    812  100.0%            LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
    476   10.9%    v8::internal::Runtime_NotifyStubFailure(int, v8::internal::Object**, v8::internal::Isolate*)
    463   97.3%      LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:531:84
    459   99.1%        LazyCompile: *Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
    459  100.0%          LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:530:41
    459  100.0%            LazyCompile: *Receiver.flush /opt/box/node_modules/ws/lib/Receiver.js:331:36
    455   10.4%    v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
    446   98.0%      LazyCompile: *Date native date.js:71:25
    177   39.7%        LazyCompile: *Ball.update /opt/box/node_modules/agario-client/agario-client.js:720:21
    174   98.3%          LazyCompile: ~Client.processors.16 /opt/box/node_modules/agario-client/agario-client.js:223:23
    174  100.0%            LazyCompile: Client.onMessage /opt/box/node_modules/agario-client/agario-client.js:137:24
    130   29.1%        LazyCompile: *Bot.processors.16 /opt/box/bot.js:310:19
    130  100.0%          LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
    130  100.0%            LazyCompile: ~<anonymous> native v8natives.js:1199:16
     64   14.3%        LazyCompile: *emit events.js:117:44
     64  100.0%          LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
     64  100.0%            LazyCompile: ~<anonymous> native v8natives.js:1199:16
     52   11.7%        Handler: host {1}
     52  100.0%          LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
     52  100.0%            LazyCompile: ~<anonymous> native v8natives.js:1199:16
     19    4.3%        LazyCompile: *GPS.locate /opt/box/gps.js:41:32
     13   68.4%          LazyCompile: *Bot.processors.16 /opt/box/bot.js:310:19
     13  100.0%            LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
      4   21.1%          LazyCompile: *emit events.js:117:44
      4  100.0%            LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
      2   10.5%          Handler: error {50}
      2  100.0%            LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
    286    6.6%    LazyCompile: *fastCopy /opt/box/node_modules/ws/lib/Receiver.js:384:18
    107   37.4%      Handler: error {19}
     84   78.5%        LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:496:38
     84  100.0%          LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
     74   88.1%            LazyCompile: ~realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
     10   11.9%            LazyCompile: *realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
     23   21.5%        LazyCompile: *opcodes.2.start /opt/box/node_modules/ws/lib/Receiver.js:488:20
     23  100.0%          LazyCompile: *Receiver.processPacket /opt/box/node_modules/ws/lib/Receiver.js:187:45
     23  100.0%            LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
     83   29.0%      LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:496:38
     83  100.0%        LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
     65   78.3%          LazyCompile: ~realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
     60   92.3%            Handler: __ultron {9}
      5    7.7%            LazyCompile: ~emitOne events.js:75:17
     15   18.1%          LazyCompile: *realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
     15  100.0%            Handler: __ultron {9}
      3    3.6%          Handler: error {81}
      3  100.0%            Handler: __ultron {9}
     65   22.7%      LazyCompile: *opcodes.2.getData /opt/box/node_modules/ws/lib/Receiver.js:510:22
     47   72.3%        LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:496:38
     46   97.9%          LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
     39   84.8%            LazyCompile: ~realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
      7   15.2%            LazyCompile: *realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
      1    2.1%          LazyCompile: ~Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
      1  100.0%            LazyCompile: ~realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
     18   27.7%        LazyCompile: *opcodes.2.start /opt/box/node_modules/ws/lib/Receiver.js:488:20
     18  100.0%          LazyCompile: *Receiver.processPacket /opt/box/node_modules/ws/lib/Receiver.js:187:45
     16   88.9%            LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
      2   11.1%            LazyCompile: ~Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
     31   10.8%      LazyCompile: *opcodes.2.start /opt/box/node_modules/ws/lib/Receiver.js:488:20
     31  100.0%        LazyCompile: *Receiver.processPacket /opt/box/node_modules/ws/lib/Receiver.js:187:45
     31  100.0%          LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
     19   61.3%            LazyCompile: ~realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
     11   35.5%            LazyCompile: *realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
      1    3.2%            Handler: error {81}
    276    6.3%    v8::internal::Runtime_ArrayBufferInitialize(int, v8::internal::Object**, v8::internal::Isolate*)
    275   99.6%      LazyCompile: *ArrayBuffer native arraybuffer.js:13:32
    275  100.0%        LazyCompile: *Uint8ArrayConstructByLength native typedarray.js:76:37
    269   97.8%          LazyCompile: *Uint8Array native typedarray.js:122:31
     93   34.6%            LazyCompile: *BufferPool.reset /opt/box/node_modules/ws/lib/BufferPool.js:52:38
     73   27.1%            LazyCompile: *BufferPool.get /opt/box/node_modules/ws/lib/BufferPool.js:40:36
     67   24.9%            LazyCompile: *Receiver.concatBuffers /opt/box/node_modules/ws/lib/Receiver.js:305:44
     36   13.4%            LazyCompile: *Buffer buffer.js:47:16
      6    2.2%          LazyCompile: ~Uint8Array native typedarray.js:122:31
      6  100.0%            LazyCompile: *Buffer buffer.js:47:16
    152    3.5%    LazyCompile: *module.exports.BufferUtil.merge /opt/box/node_modules/ws/lib/BufferUtil.fallback.js:8:18
    152  100.0%      LazyCompile: *Receiver.concatBuffers /opt/box/node_modules/ws/lib/Receiver.js:305:44
    152  100.0%        LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:531:84
    150   98.7%          LazyCompile: *Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
    150  100.0%            LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:530:41
    102    2.3%    v8::internal::Runtime_NumberToRadixString(int, v8::internal::Object**, v8::internal::Isolate*)
    102  100.0%      LazyCompile: *toString native v8natives.js:1026:26
    101   99.0%        LazyCompile: ~Client.processors.16 /opt/box/node_modules/agario-client/agario-client.js:223:23
    101  100.0%          LazyCompile: Client.onMessage /opt/box/node_modules/agario-client/agario-client.js:137:24
    101  100.0%            LazyCompile: ~<anonymous> native v8natives.js:1199:16

   2155    2.2%  v8::internal::LookupIterator::Next()
    564   26.2%    v8::internal::Runtime_HasOwnProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    564  100.0%      LazyCompile: *hasOwnProperty native v8natives.js:108:30
    421   74.6%        LazyCompile: *clone /opt/box/node_modules/ws/lib/Receiver.js:406:15
    421  100.0%          LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21
    421  100.0%            LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
    138   24.5%        LazyCompile: ~clone /opt/box/node_modules/ws/lib/Receiver.js:406:15
    129   93.5%          LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21
    129  100.0%            LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
