Statistical profiling result from v8.log, (98761 ticks, 525 unaccounted, 0 excluded).

 [Unknown]:
   ticks  total  nonlib   name
    525    0.5%

 [Shared libraries]:
   ticks  total  nonlib   name
    113    0.1%      0    0.0%                LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21

   5232    5.3%      0    0.0%  Handler: error {73}
   5232    5.3%      0    0.0%    LazyCompile: *readableAddChunk _stream_readable.js:123:26
   5226    5.3%      0    0.0%      LazyCompile: ~emit events.js:117:44
   5225    5.3%      0    0.0%        LazyCompile: ~emitOne events.js:75:17
   4663    4.7%      1    0.0%          LazyCompile: ~realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
   4655    4.7%     20    0.0%            LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
   4027    4.1%     13    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
   3259    3.3%     16    0.0%                LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21
   2508    2.5%      7    0.0%                  LazyCompile: *Receiver.flush /opt/box/node_modules/ws/lib/Receiver.js:331:36
   2495    2.5%     15    0.0%                    LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:530:41
   2440    2.5%      1    0.0%                      LazyCompile: *Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
   2409    2.4%     60    0.1%                        LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:531:84
   1599    1.6%      8    0.0%                          LazyCompile: *onbinary /opt/box/node_modules/ws/lib/WebSocket.js:820:46
   1582    1.6%     30    0.0%                            LazyCompile: ~emit events.js:117:44
   1525    1.5%      4    0.0%                              LazyCompile: *emitTwo events.js:85:17
   1514    1.5%      7    0.0%                                LazyCompile: *onMessage /opt/box/node_modules/ws/lib/WebSocket.js:417:22
   1494    1.5%     10    0.0%                                  LazyCompile: ~<anonymous> native v8natives.js:1199:16
   1013    1.0%     43    0.0%                                    LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
    628    0.6%      2    0.0%                                      Handler: host {1}
    563    0.6%      0    0.0%                                        LazyCompile: *Date native date.js:71:25
    552    0.6%      0    0.0%                                          v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
    306    0.3%    306    0.3%                                            write
    112    0.1%      2    0.0%                                      Handler: error {50}
    109    0.1%      3    0.0%                                        LazyCompile: *GPS.locate /opt/box/gps.js:41:32
    375    0.4%      0    0.0%                                    LazyCompile: Client.onMessage /opt/box/node_modules/agario-client/agario-client.js:137:24
    359    0.4%     21    0.0%                                      LazyCompile: ~Client.processors.16 /opt/box/node_modules/agario-client/agario-client.js:223:23
    148    0.1%      2    0.0%                                        LazyCompile: *Ball.update /opt/box/node_modules/agario-client/agario-client.js:720:21
    100    0.1%      2    0.0%                                        LazyCompile: *Ball.setCords /opt/box/node_modules/agario-client/agario-client.js:687:23
    319    0.3%      0    0.0%                          v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
    130    0.1%     15    0.0%                          LazyCompile: *Receiver.concatBuffers /opt/box/node_modules/ws/lib/Receiver.js:305:44
    474    0.5%      8    0.0%                  LazyCompile: *Receiver.endPacket /opt/box/node_modules/ws/lib/Receiver.js:246:40
    294    0.3%     18    0.0%                    LazyCompile: *BufferPool.reset /opt/box/node_modules/ws/lib/BufferPool.js:52:38
    129    0.1%      1    0.0%                      LazyCompile: ~<anonymous> native v8natives.js:1199:16
    157    0.2%     29    0.0%                    LazyCompile: *Receiver.expectHeader /opt/box/node_modules/ws/lib/Receiver.js:129:43
    243    0.2%     53    0.1%                  LazyCompile: ~clone /opt/box/node_modules/ws/lib/Receiver.js:406:15
    654    0.7%      2    0.0%                Handler: __ultron {5}
    540    0.5%      0    0.0%                  LazyCompile: *Receiver.flush /opt/box/node_modules/ws/lib/Receiver.js:331:36
    539    0.5%      4    0.0%                    LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:530:41
    523    0.5%      0    0.0%                      LazyCompile: *Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
    464    0.5%     18    0.0%                        LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:531:84
    269    0.3%      3    0.0%                          LazyCompile: *onbinary /opt/box/node_modules/ws/lib/WebSocket.js:820:46
    266    0.3%      6    0.0%                            LazyCompile: ~emit events.js:117:44
    252    0.3%      1    0.0%                              LazyCompile: *emitTwo events.js:85:17
    251    0.3%      5    0.0%                                LazyCompile: *onMessage /opt/box/node_modules/ws/lib/WebSocket.js:417:22
    243    0.2%      1    0.0%                                  LazyCompile: ~<anonymous> native v8natives.js:1199:16
    219    0.2%      7    0.0%                                    LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
    130    0.1%      1    0.0%                                      Handler: host {1}
    117    0.1%      0    0.0%                                        LazyCompile: *Date native date.js:71:25
    113    0.1%      0    0.0%                                          v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
    110    0.1%      3    0.0%                  LazyCompile: *Receiver.endPacket /opt/box/node_modules/ws/lib/Receiver.js:246:40
    304    0.3%     15    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:496:38
    264    0.3%     10    0.0%                LazyCompile: *opcodes.2.getData /opt/box/node_modules/ws/lib/Receiver.js:510:22
    149    0.2%      8    0.0%                  LazyCompile: *BufferPool.get /opt/box/node_modules/ws/lib/BufferPool.js:40:36
    297    0.3%     23    0.0%              LazyCompile: *Receiver.processPacket /opt/box/node_modules/ws/lib/Receiver.js:187:45
    197    0.2%      5    0.0%                LazyCompile: *opcodes.2.start /opt/box/node_modules/ws/lib/Receiver.js:488:20
    562    0.6%      0    0.0%          LazyCompile: *realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
    562    0.6%      3    0.0%            LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
    484    0.5%      2    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
    440    0.4%      3    0.0%                LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21
    337    0.3%      0    0.0%                  LazyCompile: *Receiver.flush /opt/box/node_modules/ws/lib/Receiver.js:331:36
    333    0.3%      2    0.0%                    LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:530:41
    324    0.3%      0    0.0%                      LazyCompile: *Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
    317    0.3%     11    0.0%                        LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:531:84
    197    0.2%      0    0.0%                          LazyCompile: *onbinary /opt/box/node_modules/ws/lib/WebSocket.js:820:46
    194    0.2%      5    0.0%                            LazyCompile: ~emit events.js:117:44
    184    0.2%      0    0.0%                              LazyCompile: *emitTwo events.js:85:17
    170    0.2%      0    0.0%                                LazyCompile: *onMessage /opt/box/node_modules/ws/lib/WebSocket.js:417:22
    169    0.2%      2    0.0%                                  LazyCompile: ~<anonymous> native v8natives.js:1199:16
    118    0.1%      2    0.0%                                    LazyCompile: Bot.onMessage /opt/box/bot.js:149:35

   3799    3.8%      0    0.0%  Handler: response {36}
   3647    3.7%      1    0.0%    Handler: error {83}
   3642    3.7%      0    0.0%      LazyCompile: ~emit events.js:117:44
   3640    3.7%      0    0.0%        Handler: __ultron {9}
   3200    3.2%      0    0.0%          LazyCompile: ~realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
   3194    3.2%     16    0.0%            LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
   2781    2.8%      7    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
   2768    2.8%     16    0.0%                LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21
   2122    2.1%      8    0.0%                  LazyCompile: *Receiver.flush /opt/box/node_modules/ws/lib/Receiver.js:331:36
   2111    2.1%     13    0.0%                    LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:530:41
   2043    2.1%      1    0.0%                      LazyCompile: *Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
   1832    1.9%     68    0.1%                        LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:531:84
   1085    1.1%      4    0.0%                          LazyCompile: *onbinary /opt/box/node_modules/ws/lib/WebSocket.js:820:46
   1075    1.1%     27    0.0%                            LazyCompile: ~emit events.js:117:44
   1028    1.0%      4    0.0%                              LazyCompile: *emitTwo events.js:85:17
    758    0.8%      5    0.0%                                LazyCompile: *onMessage /opt/box/node_modules/ws/lib/WebSocket.js:417:22
    740    0.7%      2    0.0%                                  LazyCompile: ~<anonymous> native v8natives.js:1199:16
    670    0.7%     44    0.0%                                    LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
    570    0.6%     75    0.1%                                      LazyCompile: *emit events.js:117:44
    370    0.4%      3    0.0%                                        LazyCompile: *Date native date.js:71:25
    357    0.4%      0    0.0%                                          v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
    206    0.2%    206    0.2%                                            write
    258    0.3%      2    0.0%                                LazyCompile: ~onMessage /opt/box/node_modules/ws/lib/WebSocket.js:417:22
    250    0.3%      4    0.0%                                  LazyCompile: ~<anonymous> native v8natives.js:1199:16
    176    0.2%      8    0.0%                                    LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
    159    0.2%     15    0.0%                                      LazyCompile: *emit events.js:117:44
     99    0.1%      0    0.0%                                        LazyCompile: *Date native date.js:71:25
    304    0.3%      0    0.0%                          v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
    461    0.5%     13    0.0%                  LazyCompile: *Receiver.endPacket /opt/box/node_modules/ws/lib/Receiver.js:246:40
    286    0.3%     24    0.0%                    LazyCompile: *BufferPool.reset /opt/box/node_modules/ws/lib/BufferPool.js:52:38
    124    0.1%      2    0.0%                      LazyCompile: ~<anonymous> native v8natives.js:1199:16
    139    0.1%     25    0.0%                    LazyCompile: *Receiver.expectHeader /opt/box/node_modules/ws/lib/Receiver.js:129:43
    158    0.2%     20    0.0%                  LazyCompile: *clone /opt/box/node_modules/ws/lib/Receiver.js:406:15
    232    0.2%     14    0.0%              LazyCompile: *Receiver.processPacket /opt/box/node_modules/ws/lib/Receiver.js:187:45
    158    0.2%     14    0.0%                LazyCompile: *opcodes.2.start /opt/box/node_modules/ws/lib/Receiver.js:488:20
    158    0.2%     15    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:496:38
    440    0.4%      0    0.0%          LazyCompile: *realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
    440    0.4%      3    0.0%            LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
    380    0.4%      0    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
    378    0.4%      2    0.0%                LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21
    299    0.3%      0    0.0%                  LazyCompile: *Receiver.flush /opt/box/node_modules/ws/lib/Receiver.js:331:36
    299    0.3%      3    0.0%                    LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:530:41
    289    0.3%      0    0.0%                      LazyCompile: *Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
    253    0.3%     13    0.0%                        LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:531:84
    141    0.1%      1    0.0%                          LazyCompile: *onbinary /opt/box/node_modules/ws/lib/WebSocket.js:820:46
    140    0.1%      4    0.0%                            LazyCompile: ~emit events.js:117:44
    134    0.1%      1    0.0%                              LazyCompile: *emitTwo events.js:85:17
    148    0.1%      0    0.0%    LazyCompile: ~readableAddChunk _stream_readable.js:123:26
    148    0.1%      0    0.0%      LazyCompile: ~emit events.js:117:44
    148    0.1%      0    0.0%        Handler: __ultron {9}
    148    0.1%      0    0.0%          LazyCompile: ~realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
    148    0.1%      0    0.0%            LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
    127    0.1%      0    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
    125    0.1%      0    0.0%                LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21

   3796    3.8%     13    0.0%  LazyCompile: ~<anonymous> net.js:467:32
   3217    3.3%      0    0.0%    LazyCompile: ~emit events.js:117:44
   2033    2.1%      0    0.0%      Handler: __ultron {9}
   2032    2.1%      0    0.0%        LazyCompile: ~g events.js:255:13
   2017    2.0%      5    0.0%          LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-client.js:60:39
   1905    1.9%      8    0.0%            LazyCompile: ~finish /opt/box/node_modules/socks/lib/socks-client.js:249:24
   1752    1.8%      0    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-agent.js:86:47
   1751    1.8%      1    0.0%                LazyCompile: ~emitErr /opt/box/node_modules/socks/lib/socks-agent.js:87:26
   1750    1.8%      2    0.0%                  LazyCompile: ~emit events.js:117:44
   1746    1.8%      0    0.0%                    Handler: __ultron {9}
   1745    1.8%      8    0.0%                      LazyCompile: ~onerror /opt/box/node_modules/ws/lib/WebSocket.js:686:35
   1734    1.8%      0    0.0%                        LazyCompile: ~emit events.js:117:44
   1734    1.8%      1    0.0%                          Handler: __ultron {9}
   1733    1.8%      4    0.0%                            LazyCompile: onError /opt/box/node_modules/ws/lib/WebSocket.js:425:20
   1717    1.7%      1    0.0%                              LazyCompile: ~<anonymous> native v8natives.js:1199:16
   1706    1.7%      2    0.0%                                LazyCompile: *Bot.onError /opt/box/bot.js:174:33
    725    0.7%      0    0.0%                                  Handler: error {97}
    725    0.7%      0    0.0%                                    LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    664    0.7%      2    0.0%                                      LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    659    0.7%     10    0.0%                                        LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    226    0.2%      1    0.0%                                          LazyCompile: *exports.request http.js:30:27
    223    0.2%      4    0.0%                                            LazyCompile: *ClientRequest _http_client.js:18:23
    142    0.1%      1    0.0%                                              LazyCompile: *SocksAgent.addRequest /opt/box/node_modules/socks/lib/socks-agent.js:65:43
    133    0.1%      0    0.0%                                                LazyCompile: *SocksAgent.createConnection /opt/box/node_modules/socks/lib/socks-agent.js:18:49
    133    0.1%      3    0.0%                                                  LazyCompile: *exports.createConnection /opt/box/node_modules/socks/lib/socks-client.js:39:41
    114    0.1%      0    0.0%                                          LazyCompile: *Options /opt/box/node_modules/ws/node_modules/options/lib/options.js:8:17
    622    0.6%      5    0.0%                                  LazyCompile: ~Bot.reset /opt/box/bot.js:193:31
    605    0.6%      2    0.0%                                    LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    549    0.6%      1    0.0%                                      LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    543    0.5%     12    0.0%                                        LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    169    0.2%      0    0.0%                                          LazyCompile: *exports.request http.js:30:27
    169    0.2%      3    0.0%                                            LazyCompile: *ClientRequest _http_client.js:18:23
    112    0.1%      0    0.0%                                              LazyCompile: *SocksAgent.addRequest /opt/box/node_modules/socks/lib/socks-agent.js:65:43
    108    0.1%      3    0.0%                                                LazyCompile: *SocksAgent.createConnection /opt/box/node_modules/socks/lib/socks-agent.js:18:49
    104    0.1%      1    0.0%                                                  LazyCompile: *exports.createConnection /opt/box/node_modules/socks/lib/socks-client.js:39:41
    261    0.3%      0    0.0%                                  Handler: error {62}
    261    0.3%      0    0.0%                                    LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    236    0.2%      3    0.0%                                      LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    232    0.2%      2    0.0%                                        LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    706    0.7%      0    0.0%      LazyCompile: ~emitOne events.js:75:17
    706    0.7%      2    0.0%        LazyCompile: ~g events.js:255:13
    698    0.7%      0    0.0%          LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-client.js:60:39
    664    0.7%      1    0.0%            LazyCompile: ~finish /opt/box/node_modules/socks/lib/socks-client.js:249:24
    641    0.6%      0    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-agent.js:86:47
    639    0.6%      0    0.0%                LazyCompile: ~emitErr /opt/box/node_modules/socks/lib/socks-agent.js:87:26
    639    0.6%      1    0.0%                  LazyCompile: ~emit events.js:117:44
    635    0.6%      0    0.0%                    LazyCompile: ~emitOne events.js:75:17
    620    0.6%      3    0.0%                      LazyCompile: ~onerror /opt/box/node_modules/ws/lib/WebSocket.js:686:35
    617    0.6%      1    0.0%                        LazyCompile: ~emit events.js:117:44
    614    0.6%      0    0.0%                          LazyCompile: ~emitOne events.js:75:17
    613    0.6%      0    0.0%                            LazyCompile: onError /opt/box/node_modules/ws/lib/WebSocket.js:425:20
    609    0.6%      0    0.0%                              LazyCompile: ~<anonymous> native v8natives.js:1199:16
    442    0.4%      0    0.0%                                LazyCompile: *Bot.onError /opt/box/bot.js:174:33
    324    0.3%      0    0.0%                                  LazyCompile: ~Bot.reset /opt/box/bot.js:193:31
    193    0.2%      0    0.0%                                    LazyCompile: ~Bot.connect /opt/box/bot.js:63:33
    177    0.2%      0    0.0%                                      LazyCompile: ~WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    177    0.2%      1    0.0%                                        LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    119    0.1%      1    0.0%                                    LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    109    0.1%      0    0.0%                                      LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    109    0.1%      0    0.0%                                        LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    116    0.1%      0    0.0%                                  LazyCompile: *Bot.reset /opt/box/bot.js:193:31
    115    0.1%      0    0.0%                                    LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    164    0.2%      0    0.0%                                LazyCompile: ~Bot.onError /opt/box/bot.js:174:33
    157    0.2%      0    0.0%                                  LazyCompile: ~Bot.disconnect /opt/box/bot.js:188:36
    157    0.2%      0    0.0%                                    LazyCompile: ~Bot.reset /opt/box/bot.js:193:31
    460    0.5%      0    0.0%      LazyCompile: *emitOne events.js:75:17
    460    0.5%      0    0.0%        LazyCompile: ~g events.js:255:13
    454    0.5%      0    0.0%          LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-client.js:60:39
    422    0.4%      1    0.0%            LazyCompile: ~finish /opt/box/node_modules/socks/lib/socks-client.js:249:24
    407    0.4%      0    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-agent.js:86:47
    407    0.4%      0    0.0%                LazyCompile: ~emitErr /opt/box/node_modules/socks/lib/socks-agent.js:87:26
    407    0.4%      1    0.0%                  LazyCompile: ~emit events.js:117:44
    404    0.4%      0    0.0%                    LazyCompile: *emitOne events.js:75:17
    404    0.4%      1    0.0%                      LazyCompile: ~onerror /opt/box/node_modules/ws/lib/WebSocket.js:686:35
    403    0.4%      0    0.0%                        LazyCompile: ~emit events.js:117:44
    403    0.4%      0    0.0%                          LazyCompile: *emitOne events.js:75:17
    403    0.4%      1    0.0%                            LazyCompile: onError /opt/box/node_modules/ws/lib/WebSocket.js:425:20
    390    0.4%      0    0.0%                              LazyCompile: ~<anonymous> native v8natives.js:1199:16
    245    0.2%      0    0.0%                                LazyCompile: *Bot.onError /opt/box/bot.js:174:33
    147    0.1%      1    0.0%                                  LazyCompile: ~Bot.reset /opt/box/bot.js:193:31
    143    0.1%      3    0.0%                                    LazyCompile: ~Bot.connect /opt/box/bot.js:63:33
    132    0.1%      0    0.0%                                      LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    129    0.1%      2    0.0%                                        LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    138    0.1%      0    0.0%                                LazyCompile: ~Bot.onError /opt/box/bot.js:174:33
    560    0.6%      2    0.0%    LazyCompile: *emit events.js:117:44
    556    0.6%      0    0.0%      LazyCompile: ~g events.js:255:13
    553    0.6%      1    0.0%        LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-client.js:60:39
    530    0.5%      2    0.0%          LazyCompile: ~finish /opt/box/node_modules/socks/lib/socks-client.js:249:24
    505    0.5%      0    0.0%            LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-agent.js:86:47
    505    0.5%      1    0.0%              LazyCompile: ~emitErr /opt/box/node_modules/socks/lib/socks-agent.js:87:26
    504    0.5%      0    0.0%                LazyCompile: *emit events.js:117:44
    504    0.5%      0    0.0%                  LazyCompile: ~onerror /opt/box/node_modules/ws/lib/WebSocket.js:686:35
    504    0.5%      0    0.0%                    LazyCompile: *emit events.js:117:44
    503    0.5%      0    0.0%                      LazyCompile: onError /opt/box/node_modules/ws/lib/WebSocket.js:425:20
    496    0.5%      1    0.0%                        LazyCompile: ~<anonymous> native v8natives.js:1199:16
    428    0.4%      2    0.0%                          LazyCompile: *Bot.onError /opt/box/bot.js:174:33
    405    0.4%      3    0.0%                            LazyCompile: ~Bot.reset /opt/box/bot.js:193:31
    249    0.3%      5    0.0%                              LazyCompile: ~Bot.connect /opt/box/bot.js:63:33
    221    0.2%      0    0.0%                                LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    220    0.2%      3    0.0%                                  LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    146    0.1%      1    0.0%                              LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    137    0.1%      1    0.0%                                LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    135    0.1%      1    0.0%                                  LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22

   1536    1.6%      1    0.0%  LazyCompile: ~unrefTimeout timers.js:531:22
   1455    1.5%      3    0.0%    LazyCompile: *_makeTimerTimeout timers.js:492:27
   1448    1.5%      4    0.0%      LazyCompile: _runOnTimeout timers.js:521:23
   1443    1.5%      1    0.0%        LazyCompile: *Socket._onTimeout net.js:316:39
   1035    1.0%      1    0.0%          LazyCompile: ~emit events.js:117:44
    927    0.9%      1    0.0%            LazyCompile: ~emitNone events.js:65:18
    926    0.9%      0    0.0%              LazyCompile: ~g events.js:255:13
    914    0.9%      3    0.0%                LazyCompile: ~onTimeout /opt/box/node_modules/socks/lib/socks-client.js:54:27
    872    0.9%      3    0.0%                  LazyCompile: ~finish /opt/box/node_modules/socks/lib/socks-client.js:249:24
    785    0.8%      1    0.0%                    LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-agent.js:86:47
    784    0.8%      1    0.0%                      LazyCompile: ~emitErr /opt/box/node_modules/socks/lib/socks-agent.js:87:26
    783    0.8%      0    0.0%                        LazyCompile: ~emit events.js:117:44
    507    0.5%      0    0.0%                          Handler: __ultron {9}
    507    0.5%      3    0.0%                            LazyCompile: ~onerror /opt/box/node_modules/ws/lib/WebSocket.js:686:35
    504    0.5%      0    0.0%                              LazyCompile: ~emit events.js:117:44
    504    0.5%      0    0.0%                                Handler: __ultron {9}
    504    0.5%      3    0.0%                                  LazyCompile: onError /opt/box/node_modules/ws/lib/WebSocket.js:425:20
    498    0.5%      2    0.0%                                    LazyCompile: ~<anonymous> native v8natives.js:1199:16
    492    0.5%      3    0.0%                                      LazyCompile: *Bot.onError /opt/box/bot.js:174:33
    251    0.3%      0    0.0%                                        Handler: error {62}
    250    0.3%      1    0.0%                                          LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    227    0.2%      0    0.0%                                            LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    225    0.2%      4    0.0%                                              LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    230    0.2%      0    0.0%                                        LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    210    0.2%      1    0.0%                                          LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    208    0.2%      3    0.0%                                            LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    273    0.3%      1    0.0%                          LazyCompile: ~emitOne events.js:75:17
    272    0.3%      1    0.0%                            LazyCompile: ~onerror /opt/box/node_modules/ws/lib/WebSocket.js:686:35
    270    0.3%      0    0.0%                              LazyCompile: ~emit events.js:117:44
    270    0.3%      0    0.0%                                LazyCompile: ~emitOne events.js:75:17
    270    0.3%      0    0.0%                                  LazyCompile: onError /opt/box/node_modules/ws/lib/WebSocket.js:425:20
    267    0.3%      0    0.0%                                    LazyCompile: ~<anonymous> native v8natives.js:1199:16
    266    0.3%      0    0.0%                                      LazyCompile: *Bot.onError /opt/box/bot.js:174:33
    254    0.3%      0    0.0%                                        Handler: error {62}
    254    0.3%      0    0.0%                                          LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    229    0.2%      0    0.0%                                            LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    226    0.2%      6    0.0%                                              LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    105    0.1%      0    0.0%            Handler: error {91}
    105    0.1%      0    0.0%              LazyCompile: ~g events.js:255:13
    103    0.1%      0    0.0%                LazyCompile: ~onTimeout /opt/box/node_modules/socks/lib/socks-client.js:54:27
    407    0.4%      1    0.0%          LazyCompile: *emit events.js:117:44
    406    0.4%      0    0.0%            LazyCompile: ~g events.js:255:13
    401    0.4%      0    0.0%              LazyCompile: ~onTimeout /opt/box/node_modules/socks/lib/socks-client.js:54:27
    385    0.4%      4    0.0%                LazyCompile: ~finish /opt/box/node_modules/socks/lib/socks-client.js:249:24
    330    0.3%      0    0.0%                  LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-agent.js:86:47
    330    0.3%      4    0.0%                    LazyCompile: ~emitErr /opt/box/node_modules/socks/lib/socks-agent.js:87:26
    325    0.3%      2    0.0%                      LazyCompile: *emit events.js:117:44
    322    0.3%      2    0.0%                        LazyCompile: ~onerror /opt/box/node_modules/ws/lib/WebSocket.js:686:35
    319    0.3%      0    0.0%                          LazyCompile: *emit events.js:117:44
    319    0.3%      2    0.0%                            LazyCompile: onError /opt/box/node_modules/ws/lib/WebSocket.js:425:20
    314    0.3%      1    0.0%                              LazyCompile: ~<anonymous> native v8natives.js:1199:16
    141    0.1%      0    0.0%                                Handler: error {32}
    115    0.1%      1    0.0%                                  LazyCompile: ~Bot.reset /opt/box/bot.js:193:31
    107    0.1%      0    0.0%                                    LazyCompile: ~Bot.connect /opt/box/bot.js:63:33
    100    0.1%      0    0.0%                                LazyCompile: *Bot.onError /opt/box/bot.js:174:33
    100    0.1%      0    0.0%                                  LazyCompile: *Bot.reset /opt/box/bot.js:193:31
     99    0.1%      1    0.0%                                    LazyCompile: *Bot.connect /opt/box/bot.js:63:33

   1491    1.5%   1491    1.5%  /lib/x86_64-linux-gnu/libc-2.19.so

